SSID,BSSID,Encryption,CurrentLatitude,CurrentLongitude,Channel,Frequency,Last Update
Verizon-MiFi8800L-6BE0,28:80:A2:80:6B:E0,wpa2,31.999387,-102.091674,1,,2022-11-28T11:00:00.000Z
VerizonMiFi8800L6BE0,28:80:A2:80:6B:E1,wpa2,32.003071,-102.101738,1,,2022-03-17T20:00:00.000Z
PXD-Channell,28:80:A2:89:CF:FA,wpa2,31.99697674,-102.1013636,153,,2022-07-11T20:00:00.000Z
PXD-Channell,28:80:A2:89:CF:FB,wpa2,31.99768767,-102.1016067,11,,2022-07-11T20:00:00.000Z
Verizon-MiFi8800L-EB8A,28:80:A2:D3:EB:8A,wpa2,32.00449589,-102.0877229,149,,2022-07-11T20:00:00.000Z
Verizon-MiFi8800L-EB8A,28:80:A2:D3:EB:8B,wpa2,32.008926,-102.0840269,11,,2022-07-11T20:00:00.000Z
TP-Link_ADF8_5G,28:87:BA:F9:AD:F7,wpa2,32.00513633,-102.0979707,161,,2022-12-09T00:00:00.000Z
TP-Link_ADF8,28:87:BA:F9:AD:F8,wpa2,32.0001775,-102.1032363,10,,2022-12-09T00:00:00.000Z
MB Hotspot 2912799,28:A1:83:30:1F:42,wpa2,32.0052507,-102.0964373,6,,2021-10-23T05:00:00.000Z
Adcock,28:C6:8E:02:08:60,wpa2,32.00059171,-102.1014938,1,,2022-07-11T20:00:00.000Z
JACOConfig,2A:00:22:AD:46:E7,unknown,32.00776561,-102.0909714,1,,2021-09-20T20:00:00.000Z
Blazer,2A:03:EB:0E:BF:9E,wpa2,32.00420871,-102.088948,1,,2023-03-24T16:00:00.000Z
myChevrolet5903,2A:03:EB:1D:1C:BC,wpa2,32.00646094,-102.0864924,1,,2024-09-12T15:00:00.000Z
Yoki2022,2A:03:EB:1D:D8:1E,wpa2,32.00632,-102.089088,11,,2024-10-21T00:00:00.000Z
myChevrolet 8914,2A:03:EB:21:71:5A,wpa2,32.007025,-102.090064,11,,2024-09-12T15:00:00.000Z
Dominguez,2A:03:EB:27:5F:7C,wpa2,32.006427,-102.0892353,11,,2023-05-16T20:00:00.000Z
Vega1235,2A:03:EB:68:35:71,wpa2,32.00143343,-102.0951838,1,,2023-03-12T15:00:00.000Z
atj2007,2A:03:EB:8D:A6:51,wpa2,32.00781159,-102.0905683,1,,2022-11-27T13:00:00.000Z
JAYY0THREE,2A:03:EB:98:66:87,wpa2,32.00021765,-102.0884374,1,,2023-06-11T17:00:00.000Z
myChevrolet1295,2A:03:EB:BB:56:4F,wpa2,32.009818,-102.102668,1,,2024-09-12T15:00:00.000Z
myChevrolet8390,2A:03:EB:C4:4D:89,wpa2,31.997082,-102.0858522,1,,2023-03-24T16:00:00.000Z
myChevrolet 1593,2A:03:EB:EF:11:BD,wpa2,31.99879633,-102.0972263,1,,2023-06-11T16:00:00.000Z
Blazer,2A:07:EB:0E:BF:9E,wpa2,32.005367,-102.096984,153,,2023-03-24T16:00:00.000Z
myChevrolet5903,2A:07:EB:1D:1C:BC,wpa2,32.00817,-102.083786,44,,2024-09-12T15:00:00.000Z
Vega1235,2A:07:EB:68:35:71,wpa2,31.99832833,-102.0962903,44,,2023-03-12T15:00:00.000Z
atj2007,2A:07:EB:8D:A6:51,wpa2,32.00720018,-102.0867398,44,,2022-11-27T13:00:00.000Z
myChevrolet9122,2A:07:EB:8D:E1:7B,wpa2,32.00893667,-102.1001008,44,,2024-09-12T15:00:00.000Z
Escalade,2A:0F:EB:AC:58:26,wpa2,31.998758,-102.094421,6,,2023-09-22T06:00:00.000Z
myCadillac 9fde,2A:0F:EB:D5:9F:DE,wpa2,31.99802061,-102.093401,6,,2024-09-12T15:00:00.000Z
MY CADILLAC,2A:0F:EB:E9:75:C3,wpa2,31.99806685,-102.0928602,44,,2023-03-18T15:00:00.000Z
Shara09,2A:0F:EB:F9:57:D7,wpa2,31.9976464,-102.1021096,6,,2023-03-24T16:00:00.000Z
PROJ261b31,2A:38:5C:26:1B:31,wpa2,32.00109952,-102.0951419,149,,2024-09-12T15:00:00.000Z
PROJ2a7e6f,2A:38:5C:2A:7E:6F,wpa2,32.00958756,-102.0855577,149,,2024-09-12T15:00:00.000Z
PROJ81ab73,2A:38:5C:81:AB:73,wpa2,32.00598615,-102.0867559,36,,2022-12-09T00:00:00.000Z
PROJ8284ad,2A:38:5C:82:84:AD,wpa2,31.996782,-102.084556,36,,2022-12-09T00:00:00.000Z
PROJ83271a,2A:38:5C:83:27:1A,wpa2,32.00352921,-102.0855389,36,,2022-07-11T20:00:00.000Z
PROJ87953a,2A:38:5C:87:95:3A,wpa2,31.99876144,-102.0920937,36,,2022-11-27T13:00:00.000Z
PROJ88c636,2A:38:5C:88:C6:36,wpa2,32.0051437,-102.0849515,36,,2022-03-10T16:00:00.000Z
PROJ8ac71d,2A:38:5C:8A:C7:1D,wpa2,32.00044638,-102.0874674,36,,2022-03-17T16:00:00.000Z
PROJ8e7a3c,2A:38:5C:8E:7A:3C,wpa2,32.00075799,-102.0833937,36,,2023-02-08T15:00:00.000Z
PROJ9275bb,2A:38:5C:92:75:BB,wpa2,32.00840775,-102.0970225,36,,2022-04-03T02:00:00.000Z
PROJ936562,2A:38:5C:93:65:62,wpa2,31.997121,-102.0846653,36,,2022-03-17T16:00:00.000Z
PROJ936804,2A:38:5C:93:68:04,wpa2,32.01274777,-102.1021775,36,,2022-09-25T13:00:00.000Z
PROJ9ae6a7,2A:38:5C:9A:E6:A7,wpa2,31.99639922,-102.0861651,36,,2022-12-09T00:00:00.000Z
PROJ9d1ad9,2A:38:5C:9D:1A:D9,wpa2,32.00245617,-102.0998589,149,,2023-06-11T16:00:00.000Z
PROJ9e7981,2A:38:5C:9E:79:81,wpa2,32.00848557,-102.0927322,36,,2022-03-25T13:00:00.000Z
PROJa5dc4b,2A:38:5C:A5:DC:4B,wpa2,32.00123586,-102.0885041,149,,2022-11-27T13:00:00.000Z
PROJa8e514,2A:38:5C:A8:E5:14,wpa2,32.00737089,-102.0925573,149,,2022-11-27T13:00:00.000Z
PROJa9010a,2A:38:5C:A9:01:0A,wpa2,32.00954922,-102.0832282,149,,2024-10-11T04:00:00.000Z
PROJac2f94,2A:38:5C:AC:2F:94,wpa2,31.99756178,-102.1030348,149,,2023-03-18T15:00:00.000Z
PROJb133d6,2A:38:5C:B1:33:D6,wpa2,32.00023855,-102.0923554,149,,2023-03-24T16:00:00.000Z
PROJb5ca50,2A:38:5C:B5:CA:50,wpa2,31.99870269,-102.0944028,149,,2024-09-12T15:00:00.000Z
PROJbf8c0a,2A:38:5C:BF:8C:0A,wpa2,31.999253,-102.092246,149,,2023-01-09T07:00:00.000Z
PROJbff37a,2A:38:5C:BF:F3:7A,wpa2,31.99644856,-102.1013409,149,,2023-02-10T16:00:00.000Z
PROJc18ad8,2A:38:5C:C1:8A:D8,wpa2,32.01142292,-102.0957666,149,,2023-06-11T16:00:00.000Z
PROJc41b1c,2A:38:5C:C4:1B:1C,wpa2,32.00731689,-102.0972344,149,,2023-03-24T16:00:00.000Z
PROJc80aca,2A:38:5C:C8:0A:CA,wpa2,31.9976127,-102.094954,149,,2024-09-12T15:00:00.000Z
PROJd070da,2A:38:5C:D0:70:DA,wpa2,31.999095,-102.101684,149,,2024-09-12T15:00:00.000Z
PROJd1bb3c,2A:38:5C:D1:BB:3C,wpa2,31.99751894,-102.0968275,149,,2023-06-11T16:00:00.000Z
PROJd913df,2A:38:5C:D9:13:DF,wpa2,32.00404533,-102.0935455,149,,2024-09-12T15:00:00.000Z
PROJe86e92,2A:38:5C:E8:6E:92,wpa2,32.00118533,-102.1031865,149,,2024-09-12T15:00:00.000Z
Dragonfly Pediatrics,2A:3F:0B:EB:61:36,wpa2,32.01056933,-102.0915773,1,,2024-09-11T02:00:00.000Z
Dragonfly Pediatrics,2A:3F:1B:EB:61:36,wpa2,31.9984169,-102.1018435,44,,2023-04-13T21:00:00.000Z
DIRECT-67-HP M426 LaserJet,2A:56:5A:80:DC:67,wpa2,32.00325261,-102.1007171,6,,2024-09-11T02:00:00.000Z
SimLink,2A:AF:BA:86:D4:33,none,32.00317112,-102.1009089,1,,2024-09-11T02:00:00.000Z
DIRECT-D8-HP Color LJ 4301,2A:C5:C8:19:38:D8,wpa2,32.007018,-102.09851,44,,2024-09-12T15:00:00.000Z
NETGEAR195G,2C:30:33:CD:91:93,wpa2,31.99772862,-102.0872631,153,,2023-05-15T22:00:00.000Z
NETGEAR19,2C:30:33:CD:91:94,wpa2,32.00681299,-102.0866097,8,,2023-09-25T10:00:00.000Z
subway35894,2C:30:33:DB:B6:6C,wpa2,32.00448578,-102.0882528,153,,2023-12-06T06:00:00.000Z
subway35894,2C:30:33:DB:B6:6D,wpa2,32.00982011,-102.0945727,7,,2023-12-06T06:00:00.000Z
Vehicle Hotspot,2C:4C:C6:D5:A6:E5,wpa2,31.99853697,-102.0864572,6,,2022-12-09T00:00:00.000Z
Buzztime101404002102,2C:5D:93:35:2D:58,wpa2,31.99860471,-102.095089,3,,2023-05-15T22:00:00.000Z
island-352D50,2C:5D:93:75:2D:53,wpa2,32.010254,-102.092964,3,,2023-07-10T22:00:00.000Z
island-352D50,2C:5D:93:75:2D:57,wpa2,32.00496093,-102.0857251,108,,2023-04-08T21:00:00.000Z
RSI-WiFi,2C:6B:7D:1D:97:07,wpa2,32.00194652,-102.1013741,6,,2023-03-24T16:00:00.000Z
00880303121D,2C:73:60:8C:86:60,wpa2,31.99957498,-102.0890103,9,,2024-10-11T04:00:00.000Z
Whistler D28RSC-e-7EF3E,2C:73:60:D7:EF:3E,wpa2,31.997231,-102.096595,3,,2023-09-25T10:00:00.000Z
suddenlinknetAC83,2C:99:24:92:AC:81,wpa,32.00801922,-102.0939923,11,,2023-05-15T22:00:00.000Z
suddenlink.net-BBE3,2C:99:24:92:BB:E1,wpa2,32.00209133,-102.0838183,1,,2024-10-11T04:00:00.000Z
suddenlink.net-BBE3-5G,2C:99:24:92:BB:E6,wpa2,32.00418956,-102.0846383,157,,2023-04-13T21:00:00.000Z
suddenlinknet0F63,2C:99:24:A1:0F:61,wpa,31.999678,-102.090416,6,,2022-07-29T20:00:00.000Z
suddenlink.net-E55B,2C:99:24:A2:E5:59,wpa2,31.9993726,-102.0917377,11,,2022-07-11T20:00:00.000Z
suddenlink.net-A93B,2C:99:24:E7:A9:39,wpa2,32.01125501,-102.102017,11,,2024-05-30T17:00:00.000Z
OffconnectMID,2C:B8:ED:A9:78:11,wpa2,32.00020632,-102.1031122,6,,2024-09-12T15:00:00.000Z
Audi_MMI_0305,2C:DC:AD:03:65:B1,wpa2,32.00198144,-102.0932583,11,,2022-07-12T00:00:00.000Z
Porsche_WLAN_7295,2E:26:C6:E2:A7:66,wpa2,32.00670178,-102.0959358,6,,2024-09-12T15:00:00.000Z
moto g play (2021) 3811,2E:51:A3:74:C8:A1,wpa2,32.000069,-102.097633,11,,2022-07-11T20:00:00.000Z
moto g play - 2023_4936,2E:84:64:A1:EB:F3,wpa3,31.999143,-102.0927293,11,,2024-09-12T15:00:00.000Z
Nokia 2 V Tella_3156,2E:AB:88:48:96:14,wpa2,31.99876576,-102.1030704,1,,2022-07-11T20:00:00.000Z
DIRECT-Ia-Ferreri,2E:DC:AD:82:D1:CB,wpa2,32.01283731,-102.0896827,11,,2022-07-11T20:00:00.000Z
DIRECT-3V-myChevrolet,2E:DC:AD:A1:2B:2B,wpa2,32.00199389,-102.0862436,11,,2022-07-11T20:00:00.000Z
DIRECT-4q-myChevrolet,2E:DC:AD:A2:34:91,wpa2,32.011601,-102.086723,6,,2021-09-17T04:00:00.000Z
myCadillac,2E:DC:AD:BE:6D:59,wpa2,32.006219,-102.1027551,11,,2023-02-10T16:00:00.000Z
DIRECT-Yz-STEVETX505,2E:DC:AD:CF:89:5B,wpa2,32.01153201,-102.102106,11,,2022-07-11T20:00:00.000Z
myChevrolet,2E:DC:AD:DB:0E:72,wpa2,32.006534,-102.100502,6,,2023-03-24T16:00:00.000Z
DIRECT-jG-myGMC,2E:DC:AD:E1:81:B6,wpa2,32.002158,-102.087496,6,,2023-04-29T22:00:00.000Z
DIRECT-H2-Truck17,2E:DC:AD:E5:E0:FE,wpa2,32.007981,-102.093979,1,,2022-07-11T20:00:00.000Z
DIRECTWHmyChevrolet,2E:DC:AD:F1:67:2A,wpa2,31.99759877,-102.0928915,6,,2022-07-24T15:00:00.000Z
DIRECT-qx-myGMC,2E:DC:AD:F2:35:66,wpa2,32.01089311,-102.09443,11,,2021-09-17T04:00:00.000Z
myChevrolet,2E:DC:AD:F5:D0:24,wpa2,32.00600266,-102.0863401,6,,2023-04-05T22:00:00.000Z
MARQ23,2E:DC:AD:FD:08:E4,wpa2,32.0057,-102.0918547,6,,2023-09-26T16:00:00.000Z
LEDnetF578CB,2E:F4:32:F5:78:CB,none,32.01026672,-102.0853604,1,,2022-03-29T03:00:00.000Z
LEDnetF58685,2E:F4:32:F5:86:85,none,32.00809511,-102.0910274,1,,2024-09-12T15:00:00.000Z
DIRECT7BHPOfficeJetPro6970,30:24:A9:B1:39:7C,wpa2,32.01181411,-102.0952123,6,,2022-07-29T20:00:00.000Z
DIRECT-3A-HP DeskJet Plus 4100,30:24:A9:DF:57:3B,wpa2,32.002391,-102.083915,11,,2024-09-12T15:00:00.000Z
Bose ST 10 (0906DB),30:45:11:60:53:AF,unknown,31.99966495,-102.086438,11,,2022-01-02T00:00:00.000Z
Kassie-Wireless,30:46:9A:1E:BE:16,wpa2,32.00348733,-102.0876654,3,,2022-07-11T20:00:00.000Z
MB Hotspot 5356243,30:C3:D9:A9:07:AF,wpa2,32.004054,-102.097717,6,,2022-07-11T20:00:00.000Z
184,30:EB:1F:1C:97:62,none,32.000437,-102.102119,1,,2022-03-20T16:00:00.000Z
DIRECT-33-HP M283 LaserJet,32:03:C8:4A:8D:33,wpa2,32.01036633,-102.0853927,6,,2024-05-30T17:00:00.000Z
Living Room TV,32:9B:D6:91:B5:F3,unknown,32.002539,-102.091346,11,,2023-04-13T21:00:00.000Z
MyVW8872,32:B4:B8:27:47:67,wpa2,32.00572167,-102.0869232,6,,2022-06-30T21:00:00.000Z
My VW 1718,32:B4:B8:2B:74:C4,wpa2,31.99969875,-102.0994628,6,,2022-07-11T20:00:00.000Z
My VW 4322,32:B4:B8:35:BA:9D,wpa2,32.01140956,-102.0913312,7,,2023-06-11T17:00:00.000Z
My VW 4408,32:B4:B8:9B:F8:0C,wpa2,32.00091289,-102.0897513,6,,2023-01-29T15:00:00.000Z
My VW 9941,32:B4:B8:E9:DD:D7,wpa2,32.00878698,-102.0989749,6,,2024-09-12T15:00:00.000Z
My VW 7421,32:B4:B8:EB:BF:7B,wpa2,32.01077776,-102.1018629,6,,2023-03-12T15:00:00.000Z
DIRECT-xf-myGMC,32:C3:D9:DA:B9:CB,wpa2,32.01285228,-102.0977648,1,,2023-04-09T16:00:00.000Z
HPPrint0EENVY5530series,34:64:A9:E7:C0:0E,none,32.003672,-102.095329,1,,2022-07-29T20:00:00.000Z
HPPrintbfLaserJetProM201dw,34:68:95:77:BE:BF,wpa2,32.006604,-102.083099,6,,2022-04-19T22:00:00.000Z
Philips-WIFI,34:8A:12:BF:DD:02,wpa2,32.00878533,-102.1023327,11,,2024-09-11T02:00:00.000Z
PhilipsWIFI,34:8A:12:BF:DD:12,wpa2,32.00288511,-102.0858637,36,,2023-05-15T23:00:00.000Z
NETGEAR28,34:98:B5:57:24:DC,wpa2,32.00436633,-102.1021544,44,,2023-03-20T09:00:00.000Z
NETGEAR28,34:98:B5:57:24:DD,wpa2,32.00213542,-102.1001107,8,,2023-04-09T16:00:00.000Z
Samsung Galaxy A10e 7465,36:82:C5:4C:D1:66,wpa2,32.00734013,-102.0986141,11,,2021-10-01T23:00:00.000Z
JACOConfig,36:9F:B7:96:7F:00,none,32.00144991,-102.0916411,1,,2023-02-11T04:00:00.000Z
Silca-Futura_14b0,38:08:FD:00:14:B0,wep,32.00870408,-102.092675,9,,2022-09-22T09:00:00.000Z
cracka phone ,38:30:F9:1F:56:76,wpa2,32.00124267,-102.102949,1,,2022-07-11T20:00:00.000Z
suddenlink.net-2858,38:70:0C:4D:28:56,wpa2,31.99660507,-102.0977379,1,,2022-07-11T20:00:00.000Z
suddenlink.net-2858-5G,38:70:0C:4D:28:5B,wpa2,32.00314967,-102.1017633,149,,2022-07-11T20:00:00.000Z
suddenlinknet02A1,38:70:0C:4E:02:9F,wpa,31.99935303,-102.0922789,11,,2022-04-22T02:00:00.000Z
suddenlinknet02A15G,38:70:0C:4E:02:A4,wpa,32.00944593,-102.091831,36,,2022-04-24T04:00:00.000Z
3T Network,38:94:ED:54:17:F2,wpa2,32.00415974,-102.0847682,153,,2023-04-08T21:00:00.000Z
3TNetwork,38:94:ED:54:17:F3,wpa2,31.99848968,-102.09559,7,,2023-05-15T23:00:00.000Z
NETGEAR00,38:94:ED:EC:66:16,wpa2,31.99640121,-102.0976726,4,,2023-12-06T06:00:00.000Z
NETGEAR00-5G,38:94:ED:EC:66:17,wpa2,32.00013366,-102.0919058,153,,2024-04-11T15:00:00.000Z
DIRECTynEPSONWF2850Series,3A:1A:52:1E:C4:84,wpa2,32.00823522,-102.0928386,1,,2023-01-30T03:00:00.000Z
DIRECT-Td-EPSON-XP-4100 Series,3A:1A:52:37:FE:10,wpa2,32.00823122,-102.098794,8,,2023-01-09T07:00:00.000Z
DIRECT-5293A5B5,3A:1A:52:93:25:B5,wpa2,31.99839549,-102.0919715,1,,2022-11-28T11:00:00.000Z
DIRECT-9C-HP OfficeJet Pro 9020,3A:22:E2:9F:EA:9C,wpa2,32.00467539,-102.0913451,149,,2024-10-11T04:00:00.000Z
big country,3A:30:F9:2B:CE:39,wpa2,31.996591,-102.0868933,6,,2022-07-11T20:00:00.000Z
JaxsonTarga,3A:88:F4:F3:75:69,wpa2,32.006604,-102.083099,149,,2022-04-19T22:00:00.000Z
SETUP,3A:BC:44:3A:DE:2C,none,32.00682038,-102.0991659,11,,2022-01-24T21:00:00.000Z
Triple Threat,3C:28:6D:66:90:5E,wpa2,32.0086518,-102.1005218,149,,2022-09-25T13:00:00.000Z
Triple Threat,3C:28:6D:66:90:62,wpa2,31.99740551,-102.1015141,6,,2022-09-25T13:00:00.000Z
3TSecure,3C:28:6D:66:A0:B2,wpa2,32.00756366,-102.0877427,36,,2022-04-19T22:00:00.000Z
setupA0B60,3C:28:6D:66:A0:B6,wpa2,32.00125966,-102.0835548,13,,2022-11-28T11:00:00.000Z
setupE44F0,3C:28:6D:67:E4:4B,wpa2,32.001492,-102.083625,36,,2023-04-08T21:00:00.000Z
setupE44F0,3C:28:6D:67:E4:4F,wpa2,32.00467067,-102.0869794,1,,2023-04-29T22:00:00.000Z
One Hope,3C:28:6D:AA:EC:A3,wpa2,32.01045867,-102.0920607,149,,2022-06-10T20:00:00.000Z
One Hope,3C:28:6D:AA:EC:A7,wpa2,32.00713911,-102.0935607,6,,2022-06-10T20:00:00.000Z
ATT416,3C:36:E4:43:F1:10,wpa2,32.00989933,-102.0862016,11,,2024-09-12T15:00:00.000Z
Village_Ext,3C:37:86:1E:64:15,wpa2,32.00560488,-102.0849652,1,,2023-01-09T07:00:00.000Z
OTTM,3C:37:86:24:54:B9,wpa2,32.0024785,-102.0997589,8,,2024-10-07T23:00:00.000Z
OTTM-5G,3C:37:86:24:54:BB,wpa2,31.99858128,-102.0996509,153,,2023-03-12T15:00:00.000Z
NETGEAR28,3C:37:86:61:F9:08,wpa2,31.99860471,-102.095089,3,,2022-07-29T20:00:00.000Z
CAT nails -5G-1,3C:37:86:C3:22:A6,wpa2,32.001522,-102.087288,44,,2024-05-30T17:00:00.000Z
CATnails,3C:37:86:C3:22:A7,wpa2,32.00356166,-102.101896,6,,2023-05-15T23:00:00.000Z
CAT nails -5G-2,3C:37:86:C3:22:A8,wpa2,32.00911165,-102.0849704,153,,2024-05-30T17:00:00.000Z
suddenlink.net-52AA,3C:7A:8A:81:52:A8,wpa,32.01246033,-102.0959603,11,,2021-09-20T20:00:00.000Z
suddenlink.net-52AA-5G,3C:7A:8A:81:52:AD,wpa,32.00875089,-102.0955509,149,,2021-09-20T20:00:00.000Z
suddenlink.net-3BFA,3C:7A:8A:F6:3B:F8,wpa2,32.012395,-102.1023837,1,,2024-11-02T03:00:00.000Z
suddenlink.net-3BFA-5G,3C:7A:8A:F6:3B:FD,wpa2,32.01069999,-102.0989001,44,,2024-05-30T17:00:00.000Z
suddenlink.net-5212,3C:7A:8A:F6:52:10,wpa2,31.99744428,-102.1028908,6,,2022-07-11T20:00:00.000Z
suddenlink.net-5212-5G,3C:7A:8A:F6:52:15,wpa2,32.01178619,-102.1011519,44,,2022-07-11T20:00:00.000Z
EZLYNK_BE6BCTP9,3C:A3:08:8E:6A:B5,unknown,31.99750344,-102.0835759,1,,2022-07-11T20:00:00.000Z
MMH-Med-Wireless,3C:CE:73:56:2B:F0,wpa2,31.99995446,-102.0924726,1,,2022-07-11T20:00:00.000Z
MMH-Guest,3C:CE:73:56:2B:F1,unknown,32.00545323,-102.1025052,1,,2022-07-11T20:00:00.000Z
mmhsecureguest,3C:CE:73:56:2B:F3,wpa2,32.00458027,-102.0961863,149,,2022-07-11T20:00:00.000Z
MMH-wpa2link,3C:CE:73:56:2B:F5,wpa2,32.00778343,-102.0986944,149,,2022-07-11T20:00:00.000Z
SPACELABS,3C:CE:73:56:2B:F8,wpa2,32.01120633,-102.0883781,149,,2022-07-11T20:00:00.000Z
mmhsecuredclient,3C:CE:73:56:2B:FA,wpa2,32.00220242,-102.1009642,149,,2022-07-11T20:00:00.000Z
mmhsecureguest,3C:CE:73:56:2B:FC,wpa2,32.01013375,-102.1013957,149,,2022-07-11T20:00:00.000Z
MMH-Guest,3C:CE:73:56:2B:FE,unknown,31.996092,-102.102851,149,,2022-07-11T20:00:00.000Z
MMH-Med-Wireless,3C:CE:73:56:2B:FF,wpa2,31.99702861,-102.0918631,149,,2022-07-11T20:00:00.000Z
mmhsecuredclient,3C:CE:73:F8:B6:EE,wpa2,31.998857,-102.098449,36,,2022-07-11T20:00:00.000Z
Johns8,3E:2E:FF:E8:82:FD,wpa2,32.0053662,-102.0885398,1,,2022-07-11T20:00:00.000Z
Larry,3E:4F:76:BE:17:70,wpa2,32.00317485,-102.0915551,6,,2024-10-07T23:00:00.000Z
Southwest Insurance,40:70:09:7C:63:90,wpa2,32.00484267,-102.0862321,1,,2022-07-11T20:00:00.000Z
Southwest Insurance-5G,40:70:09:7C:63:95,wpa2,32.010027,-102.083381,40,,2022-07-11T20:00:00.000Z
Texana-5G_EXT,40:AE:30:22:B4:C2,wpa2,32.00470276,-102.0912268,157,,2024-10-11T04:00:00.000Z
Texana_EXT,40:AE:30:22:B4:C3,wpa2,32.00467067,-102.0869794,11,,2024-10-11T04:00:00.000Z
DIRECT-F7-HP OfficeJet Pro 6960,40:B0:34:88:FB:F8,wpa2,32.00002699,-102.0918727,6,,2022-07-11T20:00:00.000Z
DIRECT-F5-HP ENVY 4510 series,40:B0:34:90:16:F6,wpa2,32.002098,-102.101417,6,,2022-07-11T20:00:00.000Z
DIRECT-00-HP OfficeJet Pro 6970,40:B0:34:D5:BD:01,wpa2,32.00286877,-102.0947876,6,,2023-04-29T22:00:00.000Z
ATT008,40:B7:F3:5E:09:00,wpa2,32.00237875,-102.0935574,6,,2022-07-11T20:00:00.000Z
RSIWiFi,40:BD:32:71:F1:B5,wpa2,31.996517,-102.08567,7,,2022-07-31T15:00:00.000Z
Bose ST 10 (F8BD97),40:BD:32:BE:A0:2C,unknown,31.99798424,-102.1016063,1,,2023-03-18T14:00:00.000Z
Bose ST 10 (DF7A34),40:BD:32:BE:A6:7D,unknown,32.00434482,-102.0942274,1,,2024-09-11T02:00:00.000Z
MySpectrumWiFi7c-2G,40:C7:29:49:02:82,wpa2,32.00412419,-102.0904928,1,,2022-07-11T20:00:00.000Z
TMOBILE-87EE,40:E1:E4:E3:87:F7,wpa2,32.012508,-102.086959,6,,2023-01-09T07:00:00.000Z
mmhsecureguest,42:3A:0E:2E:4A:C7,wpa2,31.99757772,-102.0884186,149,,2024-09-12T15:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6A:E2,wpa2,32.01031667,-102.092684,149,,2022-03-13T04:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6B:2F,wpa2,31.99879688,-102.1029382,48,,2024-10-24T18:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6B:94,wpa2,31.99888832,-102.102549,149,,2024-10-24T18:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6B:B1,wpa2,32.01143967,-102.1020763,36,,2023-05-15T23:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6B:CC,wpa2,32.000069,-102.097633,149,,2022-12-09T00:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6B:D9,wpa2,32.00308599,-102.0893677,44,,2021-10-01T23:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6B:DA,wpa2,32.00319412,-102.0831487,161,,2022-03-25T13:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6B:DD,wpa2,31.99640617,-102.0958024,48,,2024-10-24T18:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6B:E5,wpa2,31.99715796,-102.0927467,48,,2024-09-11T02:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6B:EE,wpa2,32.00136,-102.083587,36,,2024-10-11T03:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6B:F0,wpa2,32.00716753,-102.0902557,149,,2023-05-15T22:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6C:07,wpa2,32.004626,-102.091499,36,,2024-10-11T04:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6C:1D,wpa2,32.00493319,-102.0987817,161,,2024-10-11T04:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6C:1F,wpa2,31.99798721,-102.0957885,36,,2023-05-15T23:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6C:25,wpa2,31.999367,-102.100548,48,,2024-10-11T04:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6C:E0,wpa2,32.01254944,-102.0954563,48,,2024-09-11T02:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6D:C0,wpa2,32.00989783,-102.0951394,40,,2024-10-11T04:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6D:C6,wpa2,32.001628,-102.0873227,44,,2024-10-11T04:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6E:17,wpa2,32.010044,-102.089294,40,,2024-10-24T18:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6E:28,wpa2,32.007975,-102.084609,40,,2023-04-08T21:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6E:2D,wpa2,32.00820987,-102.1024243,165,,2024-10-11T04:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6E:35,wpa2,32.00047544,-102.0914191,40,,2024-10-11T04:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6E:41,wpa2,32.00390333,-102.102006,153,,2024-09-11T02:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6E:4E,wpa2,32.01156262,-102.0997228,36,,2024-10-11T03:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6E:6E,wpa2,32.00263256,-102.0864522,157,,2021-10-23T05:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6E:79,wpa2,31.99798462,-102.0932223,161,,2023-02-10T16:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6E:87,wpa2,32.00320572,-102.0998226,149,,2023-04-08T21:00:00.000Z
mmhsecureguest,42:3A:0E:2E:6E:89,wpa2,31.997203,-102.096717,161,,2022-03-26T14:00:00.000Z
