MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
48:0f:fd:09:42:f1,,Misc,25/10/2024 02:23,,,-98,32.0136859,-102.0974247,826.615223,6,,76,WIFI
cb:0d:fd:e8:e1:9d,,Misc,25/10/2024 02:23,,,-94,32.014027,-102.097534,826.5418946,6,,76,WIFI
5f:cd:af:e9:fd:3b,,Misc,25/10/2024 02:23,,,-93,32.012984,-102.097198,826.5418946,6,,76,WIFI
d4:20:b0:a0:38:cc,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:23,6,2437,-86,32.0125697,-102.097069,826.5729849,6,,,WIFI
8e:53:e6:5d:ef:9d,myGMC EF9D,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:24,44,5220,-80,32.012467,-102.097037,826.5729849,6,,,WIFI
5a:e4:03:38:79:fc,myGMC 79FC,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:24,7,2442,-89,32.012984,-102.097198,826.5729849,6,,,WIFI
56:3a:1e:2e:6e:8a,,[WPA2-PSK+PSK-SHA256-None+CCMP][RSN-PSK+PSK-SHA256-None+CCMP][ESS],25/10/2024 02:24,6,2437,-84,32.0125147,-102.0992174,826.5729849,6,,,WIFI
6c:c4:9f:08:af:e5,,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],25/10/2024 02:25,11,2462,-92,32.012436,-102.099556,826.5729849,6,,,WIFI
4f:7e:72:94:54:f4,,Misc,25/10/2024 02:25,,,-95,32.0124294,-102.0997535,826.6363109,6,,76,WIFI
5c:1d:51:2b:5e:c2,,Misc,25/10/2024 02:26,,,-102,32.014027,-102.097534,826.6363109,6,,76,WIFI
6d:4e:33:80:af:c6,,Misc,25/10/2024 02:26,,,-95,32.0145108,-102.0976883,826.6363109,6,,76,WIFI
5a:e4:03:38:79:fc,myGMC 79FC,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:26,7,2442,-78,32.014958,-102.097831,826.0854962,6,,,WIFI
00:54:af:5e:ae:5d,HotspotAE5D,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],25/10/2024 02:27,9,2452,-88,32.014027,-102.097534,826.0854962,6,,,WIFI
4f:0a:a6:74:eb:77,,Misc,25/10/2024 02:28,,,-101,32.0136859,-102.0974247,826.2225464,6,,76,WIFI
c0:3f:0e:25:b7:72,mwbj41966,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:29,6,2437,-90,32.013576,-102.0973886,826.0778626,6,,,WIFI
29:2f:a4:05:19:eb,,Misc,25/10/2024 02:30,,,-97,32.012984,-102.097198,825.6942508,6,,,WIFI
a8:f7:d9:b8:bc:3a,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:30,11,2462,-91,32.014027,-102.097534,825.2456875,6,,,WIFI
12:e8:a7:81:52:b4,Yukon 2022,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:30,7,2442,-92,32.013555,-102.0995644,825.2456875,6,,,WIFI
58:ed:e7:4c:b0:09,,Misc,25/10/2024 02:30,,,-98,32.013481,-102.099883,826.2706228,4,,76,WIFI
4a:3a:0e:2e:6e:b4,MMH-Med-Wireless,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:30,149,5745,-89,32.013446,-102.100059,826.6864039,4,,,WIFI
6e:3a:1e:2e:6e:d4,MMH-Guest,[ESS],25/10/2024 02:31,6,2437,-88,32.014027,-102.097534,826.6864039,4,,,WIFI
da:55:b8:1d:e0:22,,[WPA2-PSK+PSK-SHA256-None+CCMP][RSN-PSK+PSK-SHA256-None+CCMP][ESS],25/10/2024 02:31,104,5520,-85,32.0141522,-102.0969921,826.6864039,4,,,WIFI
6e:3a:0e:2e:6e:b4,MMH-Guest,[ESS],25/10/2024 02:31,149,5745,-91,32.014281,-102.096435,826.6864039,4,,,WIFI
e2:55:b8:1d:e0:22,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:31,104,5520,-86,32.014958,-102.097831,826.6864039,4,,,WIFI
70:df:f7:b8:ad:e3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:32,161,5805,-85,32.0154354,-102.0979829,826.6864039,4,,,WIFI
ea:55:b8:1d:e0:22,STOBG Visitor,[ESS],25/10/2024 02:32,104,5520,-84,32.015884,-102.098129,826.6864039,4,,,WIFI
ac:8f:a9:c6:68:5c,Rainbow Daycare,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:32,132,5660,-92,32.014958,-102.097831,826.6864039,4,,,WIFI
e6:55:b8:1d:e0:22,STOBG Network,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],25/10/2024 02:32,104,5520,-85,32.0145108,-102.0976883,826.6864039,4,,,WIFI
ac:8f:a9:c6:68:5f,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:33,132,5660,-91,32.014027,-102.097534,826.6864039,4,,,WIFI
62:3a:0e:2e:6e:b4,MMH-PSK,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:33,149,5745,-91,32.014958,-102.097831,826.6864039,4,,,WIFI
68:3a:1e:2e:6e:d4,MMH,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],25/10/2024 02:34,6,2437,-89,32.0144795,-102.0998526,826.6864039,4,,,WIFI
62:3a:1e:2e:6e:d4,MMH-PSK,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:34,6,2437,-89,32.014362,-102.100349,826.6864039,4,,,WIFI
7c:0c:f6:0a:51:17,Dash-2321,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:34,11,2462,-75,32.014958,-102.097831,826.6864039,4,,,WIFI
ce:55:b8:1d:e0:22,LCC-GUEST,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:34,104,5520,-84,32.014988,-102.097595,826.6864039,4,,,WIFI
6a:3a:0e:2e:6e:b4,MMH,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],25/10/2024 02:34,149,5745,-90,32.014967,-102.097257,826.6864039,4,,,WIFI
42:3a:0e:2e:6e:b4,mmhsecureguest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:35,149,5745,-91,32.014952,-102.097015,826.6864039,4,,,WIFI
51:69:4c:29:23:10,,Misc,25/10/2024 02:35,,,-96,32.01498,-102.096657,826.9562359,4,,76,WIFI
47:0c:3d:b4:82:f8,,Misc,25/10/2024 02:35,,,-102,31.994315,-102.101936,826.9562359,4,,76,WIFI
dd:dd:03:df:01:c4,,Misc,25/10/2024 02:35,,,-99,31.994849,-102.102112,827.1276785,4,,76,WIFI
6d:7a:01:49:e6:64,,Misc,25/10/2024 02:35,,,-97,31.994315,-102.101936,827.1276785,4,,76,WIFI
ac:8f:a9:c6:68:58,Rainbow Daycare,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:36,56,5280,-89,31.9942064,-102.1024489,827.7753855,4,,,WIFI
12:e8:a7:dc:58:ec,Keesee6,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:37,44,5220,-80,31.99405,-102.103188,827.7753855,4,,,WIFI
a8:f7:d9:b8:ba:06,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:37,149,5745,-92,31.994012,-102.103256,827.7753855,4,,,WIFI
a8:f7:d9:b8:ba:07,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:38,149,5745,-91,31.993923,-102.103294,827.7753855,4,,,WIFI
a8:f7:d9:b8:ba:08,,[WPA2-EAP/SHA1-CCMP+TKIP][RSN-EAP/SHA1-CCMP+TKIP][WPA-EAP/SHA1-CCMP+TKIP][ESS],25/10/2024 02:38,149,5745,-92,31.994315,-102.101936,827.7753855,4,,,WIFI
a8:f7:d9:b8:ba:09,,[WPA2-EAP/SHA1-CCMP+TKIP][RSN-EAP/SHA1-CCMP+TKIP][WPA-EAP/SHA1-CCMP+TKIP][ESS],25/10/2024 02:39,149,5745,-91,31.992767,-102.101448,827.7753855,4,,,WIFI
a8:f7:d9:b8:ba:02,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:39,149,5745,-89,31.992582,-102.101455,827.7753855,4,,,WIFI
a8:f7:d9:b8:ba:05,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:40,149,5745,-90,31.993923,-102.103294,827.7753855,4,,,WIFI
a8:f7:d9:b8:ba:01,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:40,149,5745,-92,31.993916,-102.103301,827.7753855,4,,,WIFI
a8:f7:d9:b8:ba:0b,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:40,149,5745,-92,31.993909,-102.103302,827.7753855,4,,,WIFI
a8:f7:d9:b8:ba:0a,CVSConnect,[ESS],25/10/2024 02:40,149,5745,-90,31.993898,-102.103309,827.7753855,4,,,WIFI
310260_31748_222925580,T-Mobile USA,LTE;us,25/10/2024 02:40,800,800,-113,31.993885,-102.103309,827.7753855,4,,,WIFI
b2:5c:da:fc:fe:ab,,Misc,25/10/2024 02:41,,,-89,31.993878,-102.103317,827.9346164,4,,,WIFI
cd:a6:53:92:30:50,,Misc,25/10/2024 02:42,,,-61,31.993864,-102.103317,828.2578749,4,,76,WIFI
dc:01:4f:4c:7b:df,,Misc,25/10/2024 02:43,,,-72,31.993862,-102.103324,828.2578749,4,,76,WIFI
00:54:af:38:cb:c6,HotspotCBC6,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],25/10/2024 02:43,11,2462,-92,31.993856,-102.103325,828.516421,4,,,WIFI
66:df:f7:b8:ad:e3,ATTqFJIy4I,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:44,161,5805,-87,31.993851,-102.103332,828.516421,4,,,WIFI
50:6a:03:aa:f6:a3,MrKey,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:44,10,2457,-85,31.99382,-102.103355,828.516421,4,,,WIFI
70:df:f7:b8:ad:e3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:45,161,5805,-89,31.993811,-102.103355,828.7946518,4,,,WIFI
27:94:d4:6b:6b:ad,,Misc,25/10/2024 02:45,,,-97,31.993805,-102.103362,829.5643114,4,,6,WIFI
26:1a:51:96:53:1e,,Misc,25/10/2024 02:45,,,-99,31.993712,-102.103454,829.5643114,4,,6,WIFI
0f:a7:dc:e7:78:8c,,Misc,25/10/2024 02:45,,,-99,31.9934816,-102.1036765,829.5643114,4,,6,WIFI
2a:4a:06:1e:1a:12,,Misc,25/10/2024 02:45,,,-88,31.993072,-102.104072,829.6338568,4,,6,WIFI
27:94:d4:6b:6b:ad,,Misc,25/10/2024 02:46,,,-92,31.993923,-102.103294,829.6338568,4,,6,WIFI
38:9a:a2:71:3e:f8,,Misc,25/10/2024 02:46,,,-96,31.994012,-102.103256,829.6338568,4,,6,WIFI
7f:af:47:fe:cb:c9,,Misc,25/10/2024 02:47,,,-102,31.99405,-102.103188,829.6338568,4,,76,WIFI
20:0f:7d:cf:ba:3d,,Misc,25/10/2024 02:48,,,-99,31.9942064,-102.1024489,829.6338568,4,,6,WIFI
2f:df:9f:1d:7c:27,,Misc,25/10/2024 02:48,,,-85,31.994315,-102.101936,829.6338568,4,,6,WIFI
3a:b2:ce:85:c3:49,,Misc,25/10/2024 02:48,,,-89,31.993923,-102.103294,829.6338568,4,,6,WIFI
ea:55:b8:1a:a2:f8,Appliance Network,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:48,44,5220,-76,31.9939491,-102.1032982,829.5297221,4,,,WIFI
50:6a:03:aa:f6:a2,MrKey5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:48,153,5765,-82,31.994542,-102.103393,829.5297221,4,,,WIFI
c6:a6:33:82:5c:83,ATTSVNXdbA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:49,161,5805,-88,31.993923,-102.103294,829.5297221,4,,,WIFI
da:55:b8:1a:a2:f8,,[WPA2-PSK+PSK-SHA256-None+CCMP][RSN-PSK+PSK-SHA256-None+CCMP][ESS],25/10/2024 02:50,44,5220,-75,31.993918,-102.103286,829.5297221,4,,,WIFI
e6:55:b8:1a:a2:f8,H2Health-Corporate,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:51,44,5220,-74,31.993889,-102.103286,829.5297221,4,,,WIFI
d0:21:f9:dd:60:52,Spectrum-CTC,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:51,11,2462,-87,31.993886,-102.103279,829.5297221,4,,,WIFI
310260_31748_222925580,T-Mobile USA,LTE;us,25/10/2024 02:51,800,800,-113,31.99387,-102.103278,829.5297221,4,,,WIFI
310260_31748_222925580,T-Mobile USA,LTE;us,25/10/2024 02:51,800,800,-83,31.993866,-102.103271,829.5297221,4,,,WIFI
e2:bb:9e:18:58:de,ET-2850 Series,Misc,25/10/2024 02:52,,,-100,31.993859,-102.103271,829.6758856,4,,,WIFI
7f:af:47:fe:cb:c9,,Misc,25/10/2024 02:52,,,-91,31.993857,-102.103264,829.6758856,4,,76,WIFI
f3:92:41:b9:1d:5d,,Misc,25/10/2024 02:52,,,-66,31.99385,-102.103263,829.6758856,4,,76,WIFI
8c:ea:48:b5:b3:29,,Misc,25/10/2024 02:52,,,-98,31.993845,-102.103255,829.8662001,3,,117,WIFI
da:55:a8:1a:7b:d8,,[WPA2-PSK+PSK-SHA256-None+CCMP][RSN-PSK+PSK-SHA256-None+CCMP][ESS],25/10/2024 02:52,11,2462,-74,31.993838,-102.103256,829.9403031,3,,,WIFI
ee:55:b8:1a:bc:8e,H2H-Secure,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],25/10/2024 02:53,44,5220,-88,31.993836,-102.103248,829.9403031,3,,,WIFI
e2:55:b8:1a:7b:d8,H2Health-Guest,[ESS],25/10/2024 02:53,104,5520,-75,31.993827,-102.103241,829.9403031,3,,,WIFI
e2:55:a8:1a:7b:d8,H2Health-Guest,[ESS],25/10/2024 02:53,11,2462,-77,31.9930205,-102.102084,829.9403031,3,,,WIFI
da:55:b8:1a:7b:d8,,[WPA2-PSK+PSK-SHA256-None+CCMP][RSN-PSK+PSK-SHA256-None+CCMP][ESS],25/10/2024 02:53,104,5520,-76,31.992582,-102.101455,829.9403031,3,,,WIFI
6c:63:9c:5f:47:c3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:53,157,5785,-90,31.99221,-102.104896,829.9403031,3,,,WIFI
78:8a:20:4d:f8:91,Nova Medical,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:54,153,5765,-91,31.991456,-102.105621,829.9403031,3,,,WIFI
e2:55:b8:1a:bc:8e,H2Health-Guest,[ESS],25/10/2024 02:55,44,5220,-88,31.99221,-102.104896,829.9403031,3,,,WIFI
ee:55:a8:1a:7b:d8,H2H-Secure,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],25/10/2024 02:55,11,2462,-77,31.9922393,-102.104868,829.9403031,3,,,WIFI
7a:94:ed:54:17:f4,3T Network-Guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:55,2,2417,-85,31.993072,-102.104072,829.9403031,3,,,WIFI
ee:55:b8:1a:7b:d8,H2H-Secure,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],25/10/2024 02:55,104,5520,-75,31.99221,-102.104896,829.9403031,3,,,WIFI
cc:40:d0:af:e9:9b,DRT_1,[ESS],25/10/2024 02:55,36,5180,-88,31.992539,-102.1053748,829.9403031,3,,,WIFI
46:31:2d:a8:e4:76,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:56,144,5720,-93,31.99286,-102.105842,829.9403031,3,,,WIFI
e6:55:b8:1a:7b:d8,H2Health-Corporate,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:56,104,5520,-75,31.991456,-102.105621,829.9403031,3,,,WIFI
86:8a:20:4d:f8:91,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:57,153,5765,-87,31.990242,-102.106788,829.9403031,3,,,WIFI
e4:f7:5b:c0:2b:03,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:57,153,5765,-89,31.991456,-102.105621,829.9403031,3,,,WIFI
7e:8a:20:4d:f8:91,Nova Guest,[ESS],25/10/2024 02:57,153,5765,-87,31.99221,-102.104896,829.9403031,3,,,WIFI
61:78:0b:b5:54:b6,,Misc,25/10/2024 02:57,,,-100,31.991456,-102.105621,830.0036151,3,,76,WIFI
3b:03:64:c8:7b:dd,,Misc,25/10/2024 02:58,,,-100,31.991789,-102.1061041,830.0036151,3,,6,WIFI
21:88:b0:52:72:3a,,Misc,25/10/2024 02:58,,,-95,31.992108,-102.106567,830.0036151,3,,6,WIFI
36:6f:df:28:3f:72,,Misc,25/10/2024 02:58,,,-98,31.991456,-102.105621,830.0036151,3,,6,WIFI
70:89:63:01:2d:6e,,Misc,25/10/2024 02:58,,,-100,31.9911345,-102.1051601,830.0036151,3,,76,WIFI
2f:a4:f3:e7:4f:26,,Misc,25/10/2024 02:58,,,-99,31.990801,-102.104682,830.0036151,3,,6,WIFI
b0:22:7a:a5:32:75,,Misc,25/10/2024 02:59,,,-97,31.990242,-102.106788,830.0036151,3,,,WIFI
dc:01:4f:4c:7b:df,,Misc,25/10/2024 02:59,,,-54,31.989115,-102.107872,830.0036151,3,,76,WIFI
310260_31748_222925580,T-Mobile USA,LTE;us,25/10/2024 02:59,800,800,-77,31.990242,-102.106788,830.3805901,3,,,WIFI
10:f5:76:92:11:ae,,Misc,25/10/2024 03:00,,,-101,31.991456,-102.105621,830.3805901,3,,6,WIFI
04:8b:61:ed:b4:92,,Misc,25/10/2024 03:00,,,-100,31.990242,-102.106788,830.3805901,3,,6,WIFI
b8:b4:09:ca:bc:77,,Misc,25/10/2024 03:00,,,-101,31.9905753,-102.1072683,830.3805901,3,,117,WIFI
48:4e:fc:e1:6f:ce,ARRIS-D705-5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:00,149,5745,-82,31.990893,-102.107726,830.6462937,3,,,WIFI
ee:55:b8:1a:a2:f8,H2H-Secure,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],25/10/2024 03:00,44,5220,-88,31.990242,-102.106788,830.6462937,3,,,WIFI
ea:55:b8:1a:a2:f8,Appliance Network,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:01,44,5220,-88,31.9899161,-102.1063191,830.6462937,3,,,WIFI
50:6a:03:aa:f6:a2,MrKey5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:02,153,5765,-78,31.98959,-102.10585,830.6462937,3,,,WIFI
da:55:b8:1a:a2:f8,,[WPA2-PSK+PSK-SHA256-None+CCMP][RSN-PSK+PSK-SHA256-None+CCMP][ESS],25/10/2024 03:02,44,5220,-89,31.989115,-102.107872,830.6462937,3,,,WIFI
10:86:8c:16:59:70,ARRIS-5972,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:02,1,2412,-88,31.990242,-102.106788,830.4209208,4,,,WIFI
82:2a:a8:eb:b0:2f,Nova Guest,[ESS],25/10/2024 03:02,1,2412,-84,31.989115,-102.107872,830.4209208,4,,,WIFI
14:22:db:1e:37:05,office,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:02,36,5180,-90,31.988965,-102.108016,830.4209208,4,,,WIFI
14:22:db:1e:37:03,,[RSN-SAE-CCMP],25/10/2024 03:03,36,5180,-89,31.988959,-102.108024,830.4209208,4,,,WIFI
14:22:db:1e:37:07,,[ESS],25/10/2024 03:03,36,5180,-89,31.988948,-102.108032,830.4209208,4,,,WIFI
10:da:43:cd:69:ae,NETGEAR56,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],25/10/2024 03:03,1,2412,-92,31.988934,-102.108039,830.4209208,4,,,WIFI
80:2a:a8:eb:b0:2f,Nova Medical,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:04,1,2412,-82,31.988928,-102.108047,830.4209208,4,,,WIFI
78:8a:20:4d:f8:91,Nova Medical,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:04,153,5765,-81,31.988919,-102.108055,830.4209208,4,,,WIFI
00:9c:02:d2:49:2e,HP-Print-2E-Officejet Pro 8600,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:05,10,2457,-86,31.988899,-102.10807,830.4209208,4,,,WIFI
5c:53:c3:0e:db:b8,MyOptimum 0edbb5,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:05,1,2412,-91,31.98889,-102.108078,830.4209208,4,,,WIFI
7e:8a:20:4d:f8:91,Nova Guest,[ESS],25/10/2024 03:05,153,5765,-81,31.988879,-102.108085,830.4209208,4,,,WIFI
78:8a:20:4c:f8:91,Nova Medical,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:06,11,2462,-82,31.988872,-102.108101,830.4209208,4,,,WIFI
f3:92:41:b9:1d:5d,,Misc,25/10/2024 03:07,,,-82,31.988848,-102.108123,830.4487592,6,,76,WIFI
cd:a6:53:92:30:50,,Misc,25/10/2024 03:07,,,-66,31.988837,-102.108139,830.4487592,6,,76,WIFI
08:8b:fe:fe:ee:40,,Misc,25/10/2024 03:07,,,-103,31.988831,-102.108146,830.4487592,6,,6,WIFI
e3:f2:b8:19:20:a7,,Misc,25/10/2024 03:08,,,-48,31.988822,-102.108154,830.4487592,6,,76,WIFI
310260_31748_222925580,T-Mobile USA,LTE;us,25/10/2024 03:08,800,800,-67,31.988813,-102.108169,830.5205918,4,,,WIFI
f3:33:ed:79:51:94,S18 A44E LE,Uncategorized,25/10/2024 03:09,,7936,-101,31.988804,-102.108177,830.5205918,4,,,WIFI
82:8a:20:4d:f8:91,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:10,153,5765,-85,31.988798,-102.108192,830.5885166,4,,,WIFI
86:8a:20:4d:f8:91,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:10,153,5765,-86,31.988782,-102.108207,830.5885166,4,,,WIFI
34:98:b5:5b:d0:99,Shiflet4family,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:10,9,2452,-91,31.988776,-102.108223,830.9687517,6,,,WIFI
82:5b:65:47:36:13,[LG_Oven]3613,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:10,11,2462,-84,31.988767,-102.10823,830.9687517,6,,,WIFI
60:83:e7:08:a6:82,Kidzsprouts16_EXT,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:11,6,2437,-90,31.988763,-102.108246,830.9687517,6,,,WIFI
58:07:f8:51:94:5c,Casa WiFi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:11,132,5660,-86,31.988754,-102.108253,830.9687517,6,,,WIFI
de:36:0c:64:3e:10,Snowhite,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS],25/10/2024 03:11,36,5180,-85,31.988748,-102.108269,830.9687517,6,,,WIFI
90:d0:92:f6:79:a8,ATTNivWDi2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:11,52,5260,-89,31.988741,-102.108276,830.9687517,6,,,WIFI
de:36:0c:64:3e:18,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:11,6,2437,-73,31.988737,-102.108291,830.9687517,6,,,WIFI
58:07:f8:51:94:58,Casa WiFi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:12,48,5240,-90,31.98873,-102.108299,830.9687517,6,,,WIFI
dc:36:0c:64:3e:18,Snowhite,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS],25/10/2024 03:13,6,2437,-73,31.988724,-102.108314,830.9687517,6,,,WIFI
78:6c:46:67:79:24,,Misc,25/10/2024 03:13,,,-102,31.98872,-102.108329,831.2808984,4,,,WIFI
dc:01:4f:4c:7b:df,,Misc,25/10/2024 03:13,,,-71,31.988713,-102.108337,831.2808984,4,,76,WIFI
50:6a:03:aa:f6:a2,MrKey5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:13,153,5765,-89,31.988707,-102.108352,831.3986255,4,,,WIFI
82:2a:a8:eb:b0:2f,Nova Guest,[ESS],25/10/2024 03:13,1,2412,-90,31.988701,-102.108375,831.3830746,4,,,WIFI
cc:40:d0:af:e9:9b,DRT_1,[ESS],25/10/2024 03:14,36,5180,-85,31.988694,-102.108391,831.3830746,4,,,WIFI
310260_31748_222925581,T-Mobile USA,LTE;us,25/10/2024 03:14,800,800,-113,31.988686,-102.108413,831.3830746,4,,,WIFI
310260_31748_222925581,T-Mobile USA,LTE;us,25/10/2024 03:14,800,800,-81,31.988581,-102.108856,831.3830746,4,,,WIFI
60:83:e7:08:a6:83,Kidzsprouts16-5G_EXT,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:14,153,5765,-89,31.988531,-102.108962,831.5156376,4,,,WIFI
e6:07:b6:bd:39:86,MCHA ,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS][WPS],25/10/2024 03:15,3,2422,-88,31.989115,-102.107872,831.5156376,4,,,WIFI
ec:8e:b5:ac:af:64,DIRECT-63-HP ENVY 5660 series,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:16,11,2462,-71,31.9887947,-102.1074092,831.5156376,4,,,WIFI
90:d0:92:f6:79:af,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:16,161,5805,-87,31.988465,-102.106933,831.5156376,4,,,WIFI
90:d0:92:f6:79:ac,ATTNivWDi2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:17,161,5805,-87,31.988531,-102.108962,831.5156376,4,,,WIFI
60:83:e7:08:6e:ba,Kidzsprouts16_EXT_EXT,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:18,6,2437,-81,31.988489,-102.109062,831.5156376,4,,,WIFI
